"V1" "V2" "V3" "V4" "V5" "V6"
"1" 0.00240988167575136 0.0277164676453624 8.79223534903977 0.0098942994206053 0.162917894463626 8.49100841153547
"2" 0.0161608320477494 0.220377884352033 8.93550654664609 0.00786032352050385 0.149662588184194 3.97986512807378
"3" 0.00896020845575848 0.0107344378302439 9.34797679931838 0.0164725244610363 0.176841582557681 5.10434189609958
"4" 0.0179587310234646 0.156233272347486 9.69412028216271 0.00853877292520503 0.0744670568579755 7.48325807150879
"5" 0.014968482306823 0.18604525789962 12.2170481436679 0.010919271791394 0.0739001635661446 7.74373752685688
"6" 0.0193449901365781 0.199890522563409 15.1147431297709 0.0165361363463458 0.136747872869191 5.25269592165065
"7" 0.00915349387913887 0.209257475264062 17.0724763844368 0.0317642542421392 0.0765165236797537 5.89365861568868
"8" 0.00338980988890903 0.0423799120895652 7.3231552572034 0.0126101673330536 0.0862060479611704 8.60164494188204
"9" 0.0190139147263286 0.182005137761422 10.3833773997203 0.000104752668326622 0.168470442655459 4.45089705698408
"10" 0.0199428971772368 0.165026243564784 9.18646293774041 0.00728835514674391 0.0992062872157666 6.40666793067385
"11" 0.0115972234494933 0.143904580839224 11.4672078631366 0.00861651175739846 0.139479325207152 4.43405009981311
"12" 0.0162874003330322 0.02955692518871 9.97773402011976 0.0124064880912321 0.0835610126764732 6.296234651072
"13" 0.00836262682988315 0.121216170664928 14.0174346022628 0.0274835403474786 0.078738986175184 6.44742199322677
"14" 0.0145863530702859 0.143444360338566 8.69701825719807 0.020315602128701 0.132628328384851 4.17307187844283
"15" 0.0134067501064078 0.21615548790365 9.37977932490072 0.024542490603488 0.0942071347406152 3.86859756974881
"16" 0.00854070369043641 0.1840114387844 10.5644900325962 0.0108802093312996 0.0939756025202107 4.68262685702607
"17" 0.0196069117842302 0.0724522209437519 10.8899148652324 0.0301698208901721 0.107689010688361 7.50091621635742
"18" 0.0154214984050617 0.14944231653115 14.7265593832291 0.0240558537323782 0.172104764571283 3.50705330824998
"19" 0.000662651721166474 0.0477922403560528 7.99268297790475 0.0294835859704076 0.137370619665337 8.72613011807796
"20" 0.00967912759022329 0.0756438732569008 10.3719936660799 0.0280713197795542 0.123051010368515 6.75477365749802
"21" 0.00864699520247946 0.0933898498646038 17.1307210432241 0.0198266347590629 0.143245387133425 3.89953751591789
"22" 0.0183294034341044 0.210526269944163 10.564853707117 0.0158405443596286 0.136432964122126 7.64571497405361
"23" 0.00833193324500388 0.20533350643786 15.2254763730774 0.0217541938106121 0.176440450895685 6.22515187148941
"24" 0.00782138063066669 0.0296134599226396 7.19608690338835 0.025483756104988 0.170041866767414 8.78010372834243
