"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.00788011206450942 0.140257696025074 9.87098924507147 0.0110019101568845 0.10440938528183 4.81337627326138
"2" 0.00258064066099469 0.0192893974552862 9.80572024332658 0.0114325414073891 0.103000783127636 5.59225894662086
"3" 0.00693748337463452 0.0155645851616282 9.81418178396424 0.0113953823306197 0.100076420970111 8.75127849681303
"4" 0.0159240334113725 0.191102617428405 10.1780336442902 0.0104496764935918 0.0990019509031574 7.52384189411532
"5" 0.00397578503719042 0.131115166625241 10.2818486521232 0.0155073150776966 0.0962314476571165 6.64135842397809
"6" 0.0097298762301784 0.0912685193994548 10.0951382185571 0.0102057225741908 0.100708266518022 5.58222686510999
"7" 0.0196216477488698 0.239698617276736 9.83180528515089 0.0112621095633311 0.0945079813786846 6.04004571039695
"8" 0.00194780639216932 0.0424000348662958 9.85110900484528 0.0116631711230518 0.100100170692842 7.49652542069089
"9" 0.0170652536193761 0.0674045421904884 9.95195860886026 0.00999349206716272 0.0961024969739227 3.92730345274322
"10" 0.0182823264682873 0.109927416032879 10.0339190062615 0.0113385334326535 0.0990495536680563 5.80885445035528
"11" 0.0118160345197523 0.199732676580315 9.82900075899924 0.0104081892886739 0.0986101766210302 6.56217214919161
"12" 0.0191971983215706 0.166910540650133 9.10397906413107 0.010389892474867 0.0886350071505866 6.89990079426207
"13" 0.00371080431894725 0.235898375408724 10.075089247097 0.0108794832712712 0.101424871344804 6.25384110503364
"14" 0.00395052565512457 0.0309685416601133 10.0885426479187 0.0133405921683823 0.0949090293887487 5.05480542650912
"15" 0.0191279708790395 0.231823548043612 10.0673047889136 0.012687081088717 0.0958581232067544 5.648102084524
"16" 0.00560996713194041 0.0804664252512157 9.84519109186992 0.0217812100489364 0.120329123268794 3.57343719690107
"17" 0.0108163652726905 0.173794554366032 9.82762958854973 0.0106525591097171 0.0996072033459325 6.92720311356243
"18" 0.0111440704207057 0.238200898253126 9.89139747641386 0.010924477842462 0.105336900995319 8.25954928610008
"19" 0.0157554151156764 0.0401495141908526 10.163356504372 0.011059928479336 0.0976094953513175 3.87440602073912
"20" 0.00401120957116736 0.160417036789004 9.7802229399345 0.0105684461465317 0.100447100551778 6.85310780047439
"21" 0.0129863206581732 0.0223550831642933 9.65540557306553 0.00743393805003154 0.105044455391851 8.098742237431
"22" 0.00848995571032981 0.0926029494288377 9.76282870817556 0.010567573922056 0.0977259646299746 8.32250771997496
"23" 0.0135726739589842 0.0248590260755736 9.21917787883134 0.010053619296635 0.103817531132207 8.94662505295128
"24" 0.0170156652525461 0.0416207128937822 9.13160972579971 0.00989445531948931 0.096132603809354 6.74590952810831
"25" 0.0138425563530377 0.210056977835484 9.43525964905501 0.010055583311323 0.097481951269406 5.0324029722251
"26" 0.00663872139599151 0.0353118684364017 10.1006284815442 0.0129748279526818 0.103013675959111 8.76927059877198
"27" 0.00183235411664634 0.0221381712099537 9.88444495839504 0.00895945860832244 0.0973146353445738 8.87381556129549
"28" 0.00651035293131042 0.0188715273467824 9.88649579688193 0.00947668244747439 0.102481950967386 7.0746761590708
"29" 0.00599186526258453 0.020226469328627 9.6259528148596 0.0143816622432739 0.105270233021981 4.9565763368737
"30" 0.00714573908828432 0.202891917841043 9.97358756790214 0.0110783596309402 0.0930673608568554 4.35307701025158
"31" 0.00295019836913794 0.19836576583446 10.1657002594117 0.0169353457895195 0.091629399629211 5.71239956794307
"32" 0.0106405072633887 0.236389086717973 9.27182727168403 0.00792261645194544 0.114593755196407 6.22456655779388
"33" 0.0191875391842464 0.137048308439553 9.73863858325136 0.0107097251628716 0.098529106425296 6.60593712725677
"34" 0.0185973808757458 0.207595038285945 10.1485150373064 0.00922710294638166 0.0983009055944755 8.66974578762893
"35" 0.00716411987487436 0.144768702459987 9.80019297798269 0.0109859592331177 0.0992509194601834 4.30659073824063
"36" 0.00809167451633583 0.153171363823349 10.1199409753739 0.0104138885088927 0.0995393026235594 8.38853866420686
"37" 0.0156029647057804 0.217102209953591 9.62297606159111 0.0128484829416673 0.112991833187556 5.03179919056129
"38" 0.00867602866461803 0.227881417870522 9.74853159660147 0.0101439752586626 0.098698979588098 5.40532537875697
"39" 0.00400958011250035 0.0507820870261639 9.86616821451851 0.0115306763054627 0.0942775798213017 5.29445441788994
"40" 0.0139886281678951 0.159117912921356 9.56582502067576 0.00990058280006626 0.103095759665993 4.97929732745979
"41" 0.0194870733407221 0.175037520393962 9.75474189242088 0.0116374189797821 0.100502891491319 6.75637640745845
"42" 0.00253979586537718 0.0517188809206709 9.27737283144445 0.0079515436752266 0.106174056406999 5.42808628850617
"43" 0.00767274244485376 0.15903481066809 9.55349914954586 0.00669845569826364 0.095257086338924 5.88583435805049
"44" 0.0177989788911757 0.0747828382521402 10.1513419442972 0.0102905834984257 0.0991583287135165 8.6998253489146
"45" 0.0100082963361142 0.064773845205782 9.71772212743345 0.00706110786847722 0.0980535962609553 4.49235848034732
"46" 0.0180458071609715 0.14478921215632 9.44681683818497 0.00817820097664504 0.100929655815857 6.28849640407134
"47" 0.00736848198350053 0.190760731367627 10.0023197944834 0.00986216583407137 0.101124349392068 7.20376219449099
"48" 0.0181346496690107 0.237352358482312 10.1122313075238 0.0141607557025784 0.100000002019385 5.44392106786836
"49" 0.0181101270295563 0.0427853189327288 9.63171604784894 0.00656306902091884 0.135246331989276 6.73164743802045
"50" 0.0112266635033477 0.138151651968947 9.74782059134372 0.0110461338460586 0.0997787274420408 8.45373511570506
"51" 0.00314420298443781 0.16369174453197 9.94072152599809 0.00996189214226946 0.0937214288445618 7.71396944578737
"52" 0.0122999817205761 0.079223255221732 9.86626963503912 0.0104741094685314 0.0941757327875894 5.35017929656897
"53" 0.0140471785272302 0.113905050135218 9.79814601890511 0.0113334278966308 0.101098607235659 4.28192508011125
"54" 0.0159172033142592 0.0996522928075865 9.17482123763939 0.0110078080579245 0.100791724512524 4.43727534578647
"55" 0.0113180084545012 0.232208043236751 9.43574368213979 0.0087427680278934 0.100418987487299 4.23708271107171
"56" 0.0155097591224427 0.0558682722190861 9.80609561268635 0.0109530061618887 0.0988713355150598 7.66185829823371
"57" 0.00137926801421959 0.227290970938047 10.1833762837825 0.00622508311424295 0.0953199427420655 8.23798523924779
"58" 0.00292837218481023 0.11241750512505 9.6958225370155 0.0103664014664636 0.100763830659507 6.48137592442799
"59" 0.000284460033799289 0.146435059700161 9.20950228376523 0.00930811330349213 0.10148535244848 7.90136869752314
"60" 0.00453319698772393 0.170741847335594 9.14147733230731 0.00954399664008239 0.105842984114932 4.43924818583764
"61" 0.0183982660198661 0.0887221999152098 10.0742620033938 0.0148893129659094 0.0989810464027384 8.17653232370503
"62" 0.00305030785749783 0.106591373881092 10.0698239208474 0.0101962338431421 0.100774953774961 4.40844906540588
"63" 0.0165280235725944 0.0878629983915016 9.3751785684165 0.00732098050212565 0.105513635845631 4.23389064427465
"64" 0.0137786185964199 0.0539446556614712 9.47390479906463 0.0104192894509891 0.10031898722607 8.95433186145965
"65" 0.0170833976916352 0.0601785943820141 9.76885235533473 0.0111401570549801 0.101224530601173 8.70126996212639
"66" 0.00736823228027695 0.106057312954217 10.1257178736457 0.0106191383021405 0.0999486632189419 4.92781381984241
"67" 0.014147122575429 0.0214222735934891 9.41572230660248 0.0126446122492176 0.0967900352992791 4.53992511425167
"68" 0.0166231602687526 0.0908908634830732 9.76360941203251 0.0101249112685477 0.0975087051540336 4.1703660057392
